$X,$Y,$H,$SL1,$SL2,$SL3,$SL4,$WWR_S,$WWR_N,$WWR_E, $WWR_W,$ORI,$WALL_U,$WIN_U,$GFLOOR_U, $FLOOR_SH,$ROOF_U,$WIN_G,$ACH,$LHG,$EHG,$ChillerCOP,$BoilerEfficiency,$ChillerPumpTypeCat,$BoilerPumpTypeCat,$ChillerTypeCat,Peak: Ground Floor,Peak: Intermediate Floor,Peak: Top Floor,Mean: Ground Floor,Mean: Intermediate Floor,Mean: Top Floor,Peak: Boiler Energy,Mean: Boiler Energy,Total: Boiler Energy
57.08984375,42.20703125,5.141601563,4.283662109,1.291611328,2.392919922,2.539111328,0.892167969,0.121074219,0.420332031,0.743457031,128.3203125,0.046132813,0.524902344,0.041679688,1046.191406,0.069101563,0.63203125,0.62421875,6.196289063,11.63574219,4.860351563,0.959277344,0,1,0,69201.69067,65585.22401,73975.93333,4108.475307,3074.057251,4269.578243,231423.3089,16090.77046,140955149.3
27.08984375,72.20703125,3.641601563,1.788662109,3.786611328,4.887919922,0.044111328,0.422167969,0.591074219,0.890332031,0.273457031,-51.6796875,0.066132813,1.274902344,0.061679688,1196.191406,0.049101563,0.23203125,0.22421875,9.696289063,14.13574219,3.360351563,0.809277344,1,0,1,22997.98922,18765.41757,22830.05158,949.646798,301.3594153,346.135726,92574.18301,1985.951126,17396931.86
25.21484375,40.33203125,5.610351563,3.192099609,1.135673828,0.989482422,1.759423828,0.921542969,0.679199219,0.449707031,0.302832031,-175.4296875,0.034882813,1.603027344,0.045429688,943.0664063,0.040351563,0.30703125,0.69921875,5.540039063,13.66699219,3.454101563,0.799902344,1,1,0,47625.36555,46463.83412,49961.42771,4666.963638,3878.968065,4358.997954,156412.0165,17456.92752,152922685.1
55.21484375,70.33203125,4.110351563,0.697099609,3.630673828,3.484482422,4.254423828,0.451542969,0.209199219,0.919707031,0.772832031,4.5703125,0.054882813,0.853027344,0.065429688,1093.066406,0.060351563,0.70703125,0.29921875,9.040039063,11.16699219,4.954101563,0.949902344,0,0,1,46827.09398,29260.38961,38439.30915,2550.993448,1201.29717,1591.55966,206746.5727,6146.599115,53844208.25
70.21484375,25.33203125,4.860351563,4.439599609,4.878173828,4.731982422,0.511923828,0.216542969,0.444199219,0.684707031,0.537832031,94.5703125,0.044882813,1.978027344,0.055429688,1018.066406,0.050351563,0.10703125,0.49921875,7.290039063,14.91699219,5.704101563,0.724902344,1,1,1,54167.72341,51305.79105,58862.88268,4092.595967,2829.679432,3354.729976,186470.1981,14584.41634,127759487.2
40.21484375,55.33203125,3.360351563,1.944599609,2.383173828,2.236982422,3.006923828,0.686542969,0.914199219,0.214707031,0.067832031,-85.4296875,0.064882813,1.228027344,0.035429688,1168.066406,0.030351563,0.50703125,0.89921875,10.79003906,12.41699219,4.204101563,0.874902344,0,0,0,44452.62651,41034.46244,43138.20796,1893.629193,1258.487365,1376.928538,145862.8663,4674.640988,40949855.06
47.71484375,32.83203125,4.485351563,1.320849609,1.759423828,0.365732422,1.135673828,0.099042969,0.326699219,0.802207031,0.655332031,-40.4296875,0.049882813,0.665527344,0.030429688,1130.566406,0.035351563,0.60703125,0.59921875,6.415039063,13.04199219,3.079101563,0.762402344,0,0,1,38355.66328,36040.59542,36809.93996,1998.340252,1483.391316,1742.289846,120388.2919,6925.691419,60669056.83
77.71484375,62.83203125,5.985351563,3.815849609,4.254423828,2.860732422,3.630673828,0.569042969,0.796699219,0.332207031,0.185332031,139.5703125,0.069882813,1.415527344,0.050429688,980.5664063,0.055351563,0.20703125,0.99921875,9.915039063,10.54199219,4.579101563,0.912402344,1,1,0,230548.7639,225947.959,250940.5136,20695.24566,18082.80258,22644.70992,773982.3172,81911.15678,717541733.4
62.71484375,47.83203125,3.735351563,0.073349609,3.006923828,4.108232422,2.383173828,0.804042969,0.561699219,0.097207031,0.420332031,49.5703125,0.039882813,1.040527344,0.060429688,1055.566406,0.065351563,0.80703125,0.79921875,8.165039063,14.29199219,5.329101563,0.837402344,0,0,0,64548.99445,53781.68728,61766.5838,3953.993118,2379.711093,3138.856277,191442.7223,11868.50776,103968128
32.71484375,77.83203125,5.235351563,2.568349609,0.511923828,1.613232422,4.878173828,0.334042969,0.091699219,0.567207031,0.890332031,-130.4296875,0.059882813,1.790527344,0.040429688,905.5664063,0.045351563,0.40703125,0.39921875,11.66503906,11.79199219,3.829101563,0.987402344,1,1,1,63181.72695,61294.77381,70602.07211,3288.707088,2294.48621,2730.551185,232481.8604,10356.91035,90726534.63
28.96484375,21.58203125,3.547851563,4.127724609,3.318798828,1.925107422,0.823798828,0.040292969,0.267949219,0.155957031,0.949082031,-152.9296875,0.067382813,0.946777344,0.057929688,1149.316406,0.052851563,0.55703125,0.54921875,6.852539063,12.72949219,4.766601563,0.818652344,0,1,0,16425.61303,15153.17925,17881.55473,1009.27605,604.488045,771.0838657,56459.46459,3368.412043,29507289.5
58.96484375,51.58203125,5.047851563,1.632724609,0.823798828,4.420107422,3.318798828,0.510292969,0.737949219,0.625957031,0.479082031,27.0703125,0.047382813,1.696777344,0.037929688,999.3164063,0.032851563,0.15703125,0.94921875,10.35253906,10.22949219,3.266601563,0.968652344,1,0,1,117999.2725,115449.3557,122101.5255,8842.811163,7467.535644,8541.387124,378478.1561,31871.45515,279193947.1
73.96484375,36.58203125,4.297851563,2.880224609,2.071298828,3.172607422,2.071298828,0.745292969,0.502949219,0.860957031,0.244082031,117.0703125,0.057382813,0.571777344,0.047929688,1074.316406,0.042851563,0.75703125,0.74921875,5.102539063,13.97949219,4.016601563,0.743652344,0,1,1,72904.10871,65134.3206,64821.85855,4492.537554,3018.789604,3284.746922,229161.1362,14370.95888,125889599.8
43.96484375,66.58203125,5.797851563,0.385224609,4.566298828,0.677607422,4.566298828,0.275292969,0.032949219,0.390957031,0.714082031,-62.9296875,0.037382813,1.321777344,0.067929688,924.3164063,0.062851563,0.35703125,0.34921875,8.602539063,11.47949219,5.516601563,0.893652344,1,0,0,75548.09645,69201.51965,84617.45767,4352.548618,2556.760488,3481.521335,262145.7263,14222.42492,124588442.3
36.46484375,44.08203125,4.672851563,1.008974609,3.942548828,1.301357422,1.447548828,0.862792969,0.620449219,0.508457031,0.126582031,-17.9296875,0.052382813,1.884277344,0.062929688,961.8164063,0.067851563,0.45703125,0.64921875,7.727539063,13.35449219,5.141601563,0.706152344,1,0,1,54352.88535,50500.98894,55292.21001,4393.169935,3175.428688,3919.187459,165832.3081,16741.61694,146656564.4
66.46484375,74.08203125,3.172851563,3.503974609,1.447548828,3.796357422,3.942548828,0.392792969,0.150449219,0.038457031,0.596582031,162.0703125,0.032382813,1.134277344,0.042929688,1111.816406,0.047851563,0.85703125,0.24921875,11.22753906,10.85449219,3.641601563,0.856152344,0,1,0,9208.716804,5045.130982,8643.99133,523.9379251,39.17215041,110.1781549,143634.4716,977.6876841,8564544.113
51.46484375,29.08203125,5.422851563,2.256474609,0.200048828,2.548857422,0.200048828,0.157792969,0.385449219,0.273457031,0.831582031,72.0703125,0.062382813,1.509277344,0.032929688,1036.816406,0.037851563,0.25703125,0.44921875,5.977539063,14.60449219,4.391601563,0.781152344,1,0,0,46992.42606,45493.76061,47695.58892,3244.687089,2494.851663,2776.136023,150555.7172,11859.57617,103889887.3
21.46484375,59.08203125,3.922851563,4.751474609,2.695048828,0.053857422,2.695048828,0.627792969,0.855449219,0.743457031,0.361582031,-107.9296875,0.042382813,0.759277344,0.052929688,1186.816406,0.057851563,0.65703125,0.84921875,9.477539063,12.10449219,5.891601563,0.931152344,0,1,1,36415.62568,34069.30881,39440.89344,2023.651254,1397.381035,1887.896974,120635.5711,6422.523066,56261302.06
20.99609375,22.98828125,5.258789063,1.593740234,4.761220703,1.652216797,3.591689453,0.693886719,0.524980469,0.295488281,0.721425781,52.3828125,0.057070313,1.145996094,0.031367188,1109.472656,0.040664063,0.51328125,0.50546875,8.000976563,14.40917969,4.602539063,0.905371094,1,1,1,17643.15297,15954.49161,16689.73427,1455.934243,1181.195184,1289.269545,59647.81364,6143.831847,53819966.98
50.99609375,52.98828125,3.758789063,4.088740234,2.266220703,4.147216797,1.096689453,0.223886719,0.054980469,0.765488281,0.251425781,-127.6171875,0.037070313,1.895996094,0.051367188,959.4726563,0.060664063,0.11328125,0.90546875,11.50097656,11.90917969,3.102539063,0.755371094,0,0,0,65917.11433,62929.61903,77765.93722,3462.446752,2361.257687,3240.461939,232348.2114,10998.42954,96346242.79
65.99609375,37.98828125,4.508789063,0.346240234,1.018720703,2.899716797,4.839189453,0.458886719,0.289980469,0.530488281,0.016425781,-37.6171875,0.067070313,0.770996094,0.061367188,1184.472656,0.050664063,0.71328125,0.70546875,6.250976563,13.15917969,3.852539063,0.980371094,1,1,0,73191.29308,65464.31849,69556.52474,5046.040702,3360.532612,4097.237151,227791.9013,19169.93273,167928610.7
35.99609375,67.98828125,3.008789063,2.841240234,3.513720703,0.404716797,2.344189453,0.928886719,0.759980469,0.060488281,0.486425781,142.3828125,0.047070313,1.520996094,0.041367188,1034.472656,0.030664063,0.31328125,0.30546875,9.750976563,10.65917969,5.352539063,0.830371094,0,0,1,16761.18302,13069.73355,11721.89049,473.6510856,95.99503387,74.86431901,86526.71172,851.7911883,7461690.81
43.49609375,45.48828125,4.133789063,3.464990234,2.889970703,2.275966797,4.215439453,0.341386719,0.407480469,0.882988281,0.133925781,97.3828125,0.062070313,1.708496094,0.046367188,996.9726563,0.035664062,0.41328125,0.60546875,7.125976563,13.78417969,4.977539063,0.942871094,0,0,0,49909.19191,45469.28117,45797.82807,3160.998761,2051.291523,2121.263464,155516.6328,10081.49056,88313857.34
73.49609375,75.48828125,5.633789063,0.969990234,0.394970703,4.770966797,1.720439453,0.811386719,0.877480469,0.412988281,0.603925781,-82.6171875,0.042070313,0.958496094,0.066367188,1146.972656,0.055664063,0.81328125,0.20546875,10.62597656,11.28417969,3.477539063,0.792871094,1,1,1,73266.18764,50436.37332,51119.0163,3307.833728,1945.740477,2406.565028,330659.0306,7820.100016,68504076.14
58.49609375,30.48828125,3.383789063,4.712490234,1.642470703,3.523466797,2.967939453,0.576386719,0.642480469,0.177988281,0.838925781,-172.6171875,0.052070313,1.333496094,0.056367188,921.9726563,0.065664063,0.21328125,0.40546875,5.375976563,12.53417969,4.227539063,0.867871094,0,0,1,35001.12809,32518.48198,42441.98779,2280.932407,1261.277711,1615.841228,129591.9316,7853.084018,68793016
28.49609375,60.48828125,4.883789063,2.217490234,4.137470703,1.028466797,0.472939453,0.106386719,0.172480469,0.647988281,0.368925781,7.3828125,0.032070312,0.583496094,0.036367188,1071.972656,0.045664063,0.61328125,0.80546875,8.875976563,10.03417969,5.727539063,0.717871094,1,1,0,54388.99454,51497.47747,54585.12399,3064.187532,2489.998311,3123.145269,173817.2572,11859.75723,103891473.4
32.24609375,41.73828125,3.571289063,0.658115234,1.954345703,0.092841797,3.903564453,0.282636719,0.466230469,0.119238281,0.427675781,74.8828125,0.044570313,1.427246094,0.063867188,978.2226563,0.053164063,0.36328125,0.65546875,6.688476563,14.09667969,3.665039063,0.886621094,0,1,1,32049.9085,28399.92056,32159.85908,2065.267542,1175.623902,1349.618405,107427.9731,6852.39864,60027012.08
62.24609375,71.73828125,5.071289063,3.153115234,4.449345703,2.587841797,1.408564453,0.752636719,0.936230469,0.589238281,0.897675781,-105.1171875,0.064570313,0.677246094,0.043867188,1128.222656,0.033164063,0.76328125,0.25546875,10.18847656,11.59667969,5.165039063,0.736621094,1,0,0,47390.26029,33178.98209,31095.61579,2326.779219,1293.545507,1240.402202,312404.4585,4060.958437,35573995.91
77.24609375,26.73828125,4.321289063,1.905615234,3.201845703,3.835341797,2.656064453,0.517636719,0.701230469,0.824238281,0.662675781,-15.1171875,0.034570313,1.802246094,0.033867188,903.2226563,0.043164063,0.16328125,0.45546875,8.438476563,12.84667969,5.915039063,0.961621094,0,1,0,49039.34243,47333.72379,51372.40687,2969.164544,2103.489672,2369.838921,168058.3078,11365.83199,99564688.27
47.24609375,56.73828125,5.821289063,4.400615234,0.706845703,1.340341797,0.161064453,0.047636719,0.231230469,0.354238281,0.192675781,164.8828125,0.054570313,1.052246094,0.053867188,1053.222656,0.063164063,0.56328125,0.85546875,11.93847656,10.34667969,4.415039063,0.811621094,1,0,1,106384.8273,102565.9218,117234.7689,7271.501324,5856.260143,7954.468025,346866.8095,25636.21182,224573215.5
39.74609375,34.23828125,4.696289063,3.776865234,0.083095703,0.716591797,3.279814453,0.635136719,0.583730469,0.706738281,0.545175781,119.8828125,0.039570313,0.864746094,0.058867188,1090.722656,0.068164063,0.66328125,0.55546875,5.813476563,14.72167969,3.290039063,0.999121094,1,0,0,37515.80218,32728.14116,36360.20506,2418.17549,1595.927287,2001.038602,110684.9754,7705.996345,67504527.98
69.74609375,64.23828125,3.196289063,1.281865234,2.578095703,3.211591797,0.784814453,0.165136719,0.113730469,0.236738281,0.075175781,-60.1171875,0.059570313,1.614746094,0.038867188,940.7226563,0.048164063,0.26328125,0.95546875,9.313476563,12.22167969,4.790039063,0.849121094,0,1,1,87070.67136,83450.21701,101279.633,3981.030798,2629.751554,3208.895854,326201.6252,13509.22237,118340787.9
54.74609375,49.23828125,5.446289063,2.529365234,3.825595703,4.459091797,4.527314453,0.400136719,0.348730469,0.471738281,0.310175781,-150.1171875,0.049570313,1.239746094,0.048867188,1165.722656,0.038164063,0.86328125,0.75546875,7.563476563,13.47167969,5.540039063,0.924121094,1,0,1,97209.8931,92679.28748,99760.36371,6696.138934,5120.698014,5879.698965,306640.9582,21377.77105,187269274.4
24.74609375,79.23828125,3.946289063,0.034365234,1.330595703,1.964091797,2.032314453,0.870136719,0.818730469,0.941738281,0.780175781,29.8828125,0.069570313,1.989746094,0.068867188,1015.722656,0.058164063,0.46328125,0.35546875,11.06347656,10.97167969,4.040039063,0.774121094,0,1,0,44861.89495,38064.71531,41198.73295,3186.004217,1922.823556,2334.571853,145233.3437,10597.69929,92835845.82
26.62109375,47.36328125,5.165039063,4.868427734,3.669658203,3.367529297,1.252626953,0.370761719,0.906855469,0.383613281,0.809550781,108.6328125,0.030820313,1.661621094,0.042617188,1118.847656,0.051914063,0.18828125,0.73046875,7.782226563,11.75292969,4.133789063,0.764746094,0,0,1,52010.05007,50729.93136,55174.82993,4441.861591,3665.174742,4454.297727,165991.853,16817.86949,147324536.8
56.62109375,77.36328125,3.665039063,2.373427734,1.174658203,0.872529297,3.747626953,0.840761719,0.436855469,0.853613281,0.339550781,-71.3671875,0.050820313,0.911621094,0.062617188,968.8476563,0.031914063,0.58828125,0.33046875,11.28222656,14.25292969,5.633789063,0.914746094,1,1,0,26602.23159,9306.80889,12033.2402,1851.422121,578.878863,358.0456481,219935.4477,2526.372131,22131019.87
71.62109375,32.36328125,5.915039063,3.620927734,2.422158203,2.120029297,2.500126953,0.605761719,0.201855469,0.618613281,0.104550781,-161.3671875,0.040820313,1.286621094,0.052617188,1193.847656,0.041914063,0.38828125,0.53046875,6.032226563,10.50292969,4.883789063,0.839746094,0,0,0,84779.40942,80893.25427,89526.11253,6610.051228,4903.251674,6005.36755,276229.7482,24022.51325,210437216.1
41.62109375,62.36328125,4.415039063,1.125927734,4.917158203,4.615029297,4.995126953,0.135761719,0.671855469,0.148613281,0.574550781,18.6328125,0.060820313,0.536621094,0.032617188,1043.847656,0.061914063,0.78828125,0.93046875,9.532226563,13.00292969,3.383789063,0.989746094,1,1,1,71243.14783,67502.60286,72464.40361,4083.511237,3383.581168,4547.907272,227662.5723,15626.21545,136885647.4
49.12109375,24.86328125,3.290039063,0.502177734,4.293408203,2.743779297,1.876376953,0.488261719,0.084355469,0.736113281,0.222050781,63.6328125,0.045820313,1.099121094,0.037617188,1006.347656,0.066914063,0.88828125,0.43046875,6.907226563,12.37792969,3.758789063,0.802246094,1,1,0,16723.68127,13944.78221,19319.55295,1045.323153,652.6219657,993.4720495,76207.2636,4264.530475,37357286.96
79.12109375,54.86328125,4.790039063,2.997177734,1.798408203,0.248779297,4.371376953,0.018261719,0.554355469,0.266113281,0.692050781,-116.3671875,0.065820313,1.849121094,0.057617188,1156.347656,0.046914063,0.48828125,0.83046875,10.40722656,14.87792969,5.258789063,0.952246094,0,0,1,131741.8724,124242.6687,141171.2334,8300.712733,5895.253999,7182.598061,430993.2743,25358.96034,222144492.6
64.12109375,39.86328125,4.040039063,1.749677734,0.550908203,1.496279297,0.628876953,0.253261719,0.789355469,0.031113281,0.927050781,-26.3671875,0.035820313,0.724121094,0.067617188,931.3476563,0.036914063,0.68828125,0.63046875,5.157226563,11.12792969,4.508789063,0.727246094,1,1,1,63218.43832,51872.32182,52179.26637,4476.018377,2603.312634,2669.419514,203458.3121,17257.94591,151179606.2
34.12109375,69.86328125,5.540039063,4.244677734,3.045908203,3.991279297,3.123876953,0.723261719,0.319355469,0.501113281,0.457050781,153.6328125,0.055820313,1.474121094,0.047617188,1081.347656,0.056914063,0.28828125,0.23046875,8.657226563,13.62792969,3.008789063,0.877246094,0,0,0,50645.06821,47046.67138,55627.69955,2411.601964,1416.672836,1840.754595,189819.966,7390.489414,64740687.27
30.37109375,28.61328125,3.852539063,2.685302734,0.862783203,4.926904297,1.564501953,0.547011719,0.025605469,0.207363281,0.398300781,131.1328125,0.068320313,0.817871094,0.050117188,987.5976563,0.044414063,0.73828125,0.48046875,6.469726563,12.06542969,5.446289063,0.708496094,1,0,1,20830.07293,18573.80998,19215.46507,1171.284571,683.2414981,768.1501749,65151.00633,3572.419771,31294397.2
60.37109375,58.61328125,5.352539063,0.190302734,3.357783203,2.431904297,4.059501953,0.077011719,0.495605469,0.677363281,0.868300781,-48.8671875,0.048320313,1.567871094,0.030117188,1137.597656,0.064414063,0.33828125,0.88046875,9.969726563,14.56542969,3.946289063,0.858496094,0,1,0,125596.1218,126908.0586,147268.4047,8297.315667,7483.099646,10127.08818,435016.1446,33729.54904,295470849.6
75.37109375,43.61328125,3.102539063,3.932802734,4.605283203,1.184404297,0.317001953,0.312011719,0.730605469,0.912363281,0.633300781,-138.8671875,0.058320313,1.192871094,0.040117188,912.5976563,0.054414063,0.53828125,0.68046875,8.219726563,10.81542969,3.196289063,0.783496094,1,0,0,56130.71975,53421.33081,67245.00846,2403.222055,1427.162702,1849.674361,208803.0042,7637.489158,66904405.03
45.37109375,73.61328125,4.602539063,1.437802734,2.110283203,3.679404297,2.812001953,0.782011719,0.260605469,0.442363281,0.163300781,41.1328125,0.038320313,1.942871094,0.060117188,1062.597656,0.034414063,0.13828125,0.28046875,11.71972656,13.31542969,4.696289063,0.933496094,0,1,1,39397.32483,32883.5901,31356.27647,1523.83035,520.3338617,450.5505295,160520.2132,3302.134496,28926698.19
37.87109375,36.11328125,5.727539063,2.061552734,1.486533203,4.303154297,0.940751953,0.429511719,0.848105469,0.559863281,0.515800781,86.1328125,0.053320313,1.380371094,0.065117188,1100.097656,0.039414063,0.23828125,0.78046875,5.594726563,11.44042969,5.821289063,0.820996094,0,1,0,67756.42853,64267.48967,66717.34955,6916.402352,5477.205816,6097.397076,212655.3602,26001.84295,227776144.3
67.87109375,66.11328125,4.227539063,4.556552734,3.981533203,1.808154297,3.435751953,0.899511719,0.378105469,0.089863281,0.045800781,-93.8671875,0.033320313,0.630371094,0.045117188,950.0976563,0.059414063,0.63828125,0.38046875,9.094726563,13.94042969,4.321289063,0.970996094,1,0,1,44419.07737,41471.1801,53227.85512,1833.812038,945.2083023,1252.978655,250758.6994,5054.523341,44277624.47
